identity	canonical_card_name	canonical_card_id	current_source_pool	relationship_class	certified_identity_claim_ids	exact_card_facts	relationship_evidence	source_ids	exact_source_locators	baseline_disposition	current_disposition	limitation	public_rationale	owner_decision	display_priority
UR	Niv-Mizzet, Dracogenius	899d58dc-60b2-4013-9f91-c1888c585d66	data/raw-factions/izzet_league/izzet_league.profile.json#/commander_compass/iconic_lore_forward_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	claim_izzet_league_0008;claim_izzet_league_0009;claim_izzet_league_0025;claim_izzet_league_0036;claim_izzet_league_0037;claim_izzet_league_0039;claim_izzet_league_0045	Legendary Creature — Dragon Wizard; CI=UR; oracle_id=899d58dc-60b2-4013-9f91-c1888c585d66	This is a slower, more table-readable way to center Niv-Mizzet as Izzet identity: intellect, fire, and repeatable resource conversion.	src_izzet_league_0002;src_izzet_league_0003;src_izzet_league_0012;src_izzet_league_0010;src_izzet_league_0011	src_izzet_league_0002=https://magic.wizards.com/en/news/feature/planeswalkers-guide-to-return-to-ravnica-part-2;src_izzet_league_0003=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-2018-10-03;src_izzet_league_0012=https://magic.wizards.com/en/news/magic-story/war-spark-ravnica-operation-desperation-2019-06-05;src_izzet_league_0010=https://magic.wizards.com/en/news/feature/planeswalkers-guide-to-murders-at-karlov-manor;src_izzet_league_0011=https://magic.wizards.com/en/news/feature/the-legends-and-characters-of-murders-at-karlov-manor	REVIEW_REQUIRED	APPROVED_PUBLIC	Skip if you need modern efficiency or want the strongest Niv-Mizzet Commander option. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	This is a slower, more table-readable way to center Niv-Mizzet as Izzet identity: intellect, fire, and repeatable resource conversion.	APPROVE	6
BG	Jarad, Golgari Lich Lord	87e65e36-9483-49fe-b644-2caca092107f	data/raw-factions/golgari_swarm/golgari_swarm.profile.json#/commander_compass/native_fit_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	golgari_swarm_claim_001;golgari_swarm_claim_002;golgari_swarm_claim_003;golgari_swarm_claim_006;golgari_swarm_claim_0018	Legendary Creature — Zombie Elf; CI=BG; oracle_id=87e65e36-9483-49fe-b644-2caca092107f	A classic Golgari leader who scales with the size of your graveyard and allows you to 'recycle' creatures into direct damage.	src_wotc_flavorful_guide_guilds_ravnica_2018;src_wotc_guilds_ravnica_mechanics_2018;src_wotc_guilds_ravnica_prerelease_primer_2018	src_wotc_flavorful_guide_guilds_ravnica_2018=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-2018-10-03;src_wotc_guilds_ravnica_mechanics_2018=https://magic.wizards.com/en/news/feature/guilds-ravnica-mechanics-2018-09-04;src_wotc_guilds_ravnica_prerelease_primer_2018=https://magic.wizards.com/en/news/feature/guilds-of-ravnica-prerelease-primer	REVIEW_REQUIRED	APPROVED_PUBLIC	Discovery-only story-corpus claim IDs removed from this auxiliary support chain. Commander/card/product material remains auxiliary and is not authoritative Golgari semantic proof. You don't like 'glass cannon' combos or graveyard hate. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	Jarad grows for each creature card in your graveyard and can sacrifice another creature to make each opponent lose life equal to its power.	APPROVE	1
BG	The Gitrog Monster	a5e54d2b-aad8-4ddd-af4b-13668913762b	data/raw-factions/golgari_swarm/golgari_swarm.profile.json#/commander_compass/weird_stretch_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	golgari_swarm_claim_001;golgari_swarm_claim_002;golgari_swarm_claim_003;golgari_swarm_claim_006;golgari_swarm_claim_0018	Legendary Creature — Frog Horror; CI=BG; oracle_id=a5e54d2b-aad8-4ddd-af4b-13668913762b	Captures the 'decay' of the land side of Golgari flavor, even if it's from Innistrad.	src_wotc_flavorful_guide_guilds_ravnica_2018;src_wotc_guilds_ravnica_mechanics_2018;src_wotc_guilds_ravnica_prerelease_primer_2018	src_wotc_flavorful_guide_guilds_ravnica_2018=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-2018-10-03;src_wotc_guilds_ravnica_mechanics_2018=https://magic.wizards.com/en/news/feature/guilds-ravnica-mechanics-2018-09-04;src_wotc_guilds_ravnica_prerelease_primer_2018=https://magic.wizards.com/en/news/feature/guilds-of-ravnica-prerelease-primer	EVIDENCE_NEEDED	EVIDENCE_NEEDED	Mechanically very high complexity. Discovery-only story-corpus claim IDs removed from this auxiliary support chain. Commander/card/product material remains auxiliary and is not authoritative Golgari semantic proof. You want a simple, straightforward creature deck. Current relationship bridge depends on generic color, product, or mechanical analogy rather than a direct native identity/card anchor.	None	NOT_APPLICABLE	2
BG	Meren of Clan Nel Toth	0310dfdb-0498-488d-9f1a-279f8239e024	data/raw-factions/golgari_swarm/golgari_swarm.profile.json#/commander_compass/advanced_complexity_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	golgari_swarm_claim_001;golgari_swarm_claim_002;golgari_swarm_claim_003;golgari_swarm_claim_006;golgari_swarm_claim_0018	Legendary Creature — Human Shaman; CI=BG; oracle_id=0310dfdb-0498-488d-9f1a-279f8239e024	A non-Ravnica gameplay fit for Golgari-style recursion: repeated creature death turns into experience and graveyard value.	src_wotc_flavorful_guide_guilds_ravnica_2018;src_wotc_guilds_ravnica_mechanics_2018;src_wotc_guilds_ravnica_prerelease_primer_2018	src_wotc_flavorful_guide_guilds_ravnica_2018=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-2018-10-03;src_wotc_guilds_ravnica_mechanics_2018=https://magic.wizards.com/en/news/feature/guilds-ravnica-mechanics-2018-09-04;src_wotc_guilds_ravnica_prerelease_primer_2018=https://magic.wizards.com/en/news/feature/guilds-of-ravnica-prerelease-primer	EVIDENCE_NEEDED	EVIDENCE_NEEDED	Not Golgari Swarm canon or Ravnica lore; keep framed as gameplay guidance. Discovery-only story-corpus claim IDs removed from this auxiliary support chain. Commander/card/product material remains auxiliary and is not authoritative Golgari semantic proof. You don't want to play a highly popular, well-known commander that might draw focus. Current relationship bridge depends on generic color, product, or mechanical analogy rather than a direct native identity/card anchor.	None	NOT_APPLICABLE	3
UG	Prime Speaker Zegana	311e9368-696a-47e7-aa2f-3ef1b1a92e2b	data/raw-factions/simic_combine/simic_combine.profile.json#/commander_compass/native_fit_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	simic_combine_claim_005;simic_combine_claim_006;simic_combine_claim_0018	Legendary Creature — Merfolk Wizard; CI=UG; oracle_id=311e9368-696a-47e7-aa2f-3ef1b1a92e2b	Zegana has source-backed Simic leadership context, while her size-to-cards gameplay is auxiliary Commander texture for improvement and knowledge rather than independent lore proof.	src_wotc_flavorful_guide_ravnica_allegiance_2019;src_wotc_ravnica_allegiance_mechanics_2018	src_wotc_flavorful_guide_ravnica_allegiance_2019=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-allegiance-2019-02-07;src_wotc_ravnica_allegiance_mechanics_2018=https://magic.wizards.com/en/news/feature/ravnica-allegiance-mechanics	REVIEW_REQUIRED	APPROVED_PUBLIC	Skip if you want a low-curve commander or a deck that does not rely on having another large creature first. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	Zegana measures your strongest other creature, enters with that many +1/+1 counters, then draws cards equal to her resulting power.	APPROVE	1
UG	Zegana, Utopian Speaker	04260930-ff38-4b35-9ec4-e89196a4f2c7	data/raw-factions/simic_combine/simic_combine.profile.json#/commander_compass/native_fit_commanders/1	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	simic_combine_claim_005;simic_combine_claim_006;simic_combine_claim_0018;simic_combine_claim_0020	Legendary Creature — Merfolk Wizard; CI=UG; oracle_id=04260930-ff38-4b35-9ec4-e89196a4f2c7	This Zegana version is an auxiliary adapt-era Simic recommendation: counters and Adapt echo bounded mechanics texture, while official identity proof remains the source-backed Simic leadership and adaptation cluster.	src_wotc_flavorful_guide_ravnica_allegiance_2019;src_wotc_ravnica_allegiance_mechanics_2018	src_wotc_flavorful_guide_ravnica_allegiance_2019=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-allegiance-2019-02-07;src_wotc_ravnica_allegiance_mechanics_2018=https://magic.wizards.com/en/news/feature/ravnica-allegiance-mechanics	EVIDENCE_NEEDED	EVIDENCE_NEEDED	Skip if you want a commander that creates counters without support or if your deck lacks enough counter density. Existing wording contains reviewer/source-method language and is not eligible as player copy.	None	NOT_APPLICABLE	2
UG	Tatyova, Benthic Druid	0715e860-3b3b-4331-9718-207973e94fee	data/raw-factions/simic_combine/simic_combine.profile.json#/commander_compass/weird_stretch_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	simic_combine_claim_002;simic_combine_claim_0018;simic_combine_claim_0020	Legendary Creature — Merfolk Druid; CI=UG; oracle_id=0715e860-3b3b-4331-9718-207973e94fee	Tatyova is not Simic Combine lore proof, but her landfall play can be kept adjacent to Upwelling-style renewal when explicitly framed as auxiliary resource flow rather than canonical identity.	src_wotc_flavorful_guide_ravnica_allegiance_2019;src_wotc_ravnica_allegiance_mechanics_2018	src_wotc_flavorful_guide_ravnica_allegiance_2019=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-allegiance-2019-02-07;src_wotc_ravnica_allegiance_mechanics_2018=https://magic.wizards.com/en/news/feature/ravnica-allegiance-mechanics	EVIDENCE_NEEDED	EVIDENCE_NEEDED	Strong UG Commander product fit, but only adjacent to Simic faction identity. Skip if you want biomancy, counters, or strict Ravnica flavor. Existing wording contains reviewer/source-method language and is not eligible as player copy.	None	NOT_APPLICABLE	3
UG	Vorel of the Hull Clade	3001f971-c4db-4176-89b5-e7f4a8890c0f	data/raw-factions/simic_combine/simic_combine.profile.json#/commander_compass/budget_friendly_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	simic_combine_claim_004;simic_combine_claim_006;simic_combine_claim_007;simic_combine_claim_0020	Legendary Creature — Human Merfolk; CI=UG; oracle_id=3001f971-c4db-4176-89b5-e7f4a8890c0f	Vorel is a Commander/card bridge to Hull Clade counter play, but his recommendation is auxiliary unless future bounded source localization supports Vorel-specific lore proof.	src_wotc_flavorful_guide_ravnica_allegiance_2019;src_wotc_ravnica_allegiance_mechanics_2018	src_wotc_flavorful_guide_ravnica_allegiance_2019=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-allegiance-2019-02-07;src_wotc_ravnica_allegiance_mechanics_2018=https://magic.wizards.com/en/news/feature/ravnica-allegiance-mechanics	EVIDENCE_NEEDED	EVIDENCE_NEEDED	Skip if you want card advantage in the command zone or dislike activated-ability setup turns. Existing wording contains reviewer/source-method language and is not eligible as player copy.	None	NOT_APPLICABLE	4
UG	Prime Speaker Vannifar	b543bfa2-0174-4dd8-9ee6-09b92fb44934	data/raw-factions/simic_combine/simic_combine.profile.json#/commander_compass/advanced_complexity_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	simic_combine_claim_005;simic_combine_claim_0019;simic_combine_claim_0020	Legendary Creature — Elf Ooze Wizard; CI=UG; oracle_id=b543bfa2-0174-4dd8-9ee6-09b92fb44934	Vannifar has source-backed Simic leadership and Adaptionist pressure context, while pod-style gameplay is auxiliary Commander texture rather than independent canon proof.	src_wotc_flavorful_guide_ravnica_allegiance_2019	src_wotc_flavorful_guide_ravnica_allegiance_2019=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-allegiance-2019-02-07	EVIDENCE_NEEDED	EVIDENCE_NEEDED	Can become deterministic and combo-heavy if tuned. Skip if your group dislikes Birthing Pod-style chains, tutor density, or combo toolboxes. Existing wording contains reviewer/source-method language and is not eligible as player copy.	None	NOT_APPLICABLE	5
UG	Momir Vig, Simic Visionary	6202d1cf-5359-4783-846d-7f35460e42b4	data/raw-factions/simic_combine/simic_combine.profile.json#/commander_compass/iconic_lore_forward_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	simic_combine_claim_0033;simic_combine_claim_0018;simic_combine_claim_0020	Legendary Creature — Elf Wizard; CI=UG; oracle_id=6202d1cf-5359-4783-846d-7f35460e42b4	Momir Vig has source-backed old-Simic cytoplast and improvement history; tutor-heavy gameplay is auxiliary Commander texture rather than standalone faction proof.	src_wotc_flavorful_guide_ravnica_allegiance_2019	src_wotc_flavorful_guide_ravnica_allegiance_2019=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-allegiance-2019-02-07	EVIDENCE_NEEDED	EVIDENCE_NEEDED	Tutor-heavy builds can become repetitive. Skip if you want modern counter mechanics or if repeated tutoring slows your games. Existing wording contains reviewer/source-method language and is not eligible as player copy.	None	NOT_APPLICABLE	6
WR	Aurelia, the Warleader	0f5a3a09-2f07-4774-9e0f-e99d9a444166	data/raw-factions/boros_legion/boros_legion.profile.json#/commander_compass/native_fit_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	boros_legion_claim_004;boros_legion_claim_009;boros_legion_claim_026	Legendary Creature — Angel; CI=WR; oracle_id=0f5a3a09-2f07-4774-9e0f-e99d9a444166	She is the definitive Boros Guildmaster, focused on overwhelming the opponent through sheer military force.	src_wotc_flavorful_guide_guilds_ravnica_2018;src_wotc_gatecrash_boros_lore_2013	src_wotc_flavorful_guide_guilds_ravnica_2018=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-2018-10-03;src_wotc_gatecrash_boros_lore_2013=https://magic.wizards.com/en/news/feature/boros-legion	REVIEW_REQUIRED	APPROVED_PUBLIC	Discovery-only story-corpus claims removed from this support chain during Gate 3. Commander/card/product material remains auxiliary and is not authoritative Boros semantic proof. You prefer a slow, reactive deck or don't enjoy the combat phase. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	Aurelia attacks with haste, untaps your creatures, and creates a second combat the first time she attacks each turn.	APPROVE	1
WR	Osgir, the Reconstructor	add020f8-a6ae-4ce1-8d4e-f48f3fd14767	data/raw-factions/boros_legion/boros_legion.profile.json#/commander_compass/weird_stretch_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	boros_legion_claim_001;boros_legion_claim_002;boros_legion_claim_003;boros_legion_claim_029;boros_legion_claim_031	Legendary Creature — Giant Artificer; CI=WR; oracle_id=add020f8-a6ae-4ce1-8d4e-f48f3fd14767	While Lorehold-branded, he fits the Boros color identity and provides a unique resource-management style often missing in Ravnica Boros.	src_wotc_flavorful_guide_guilds_ravnica_2018	src_wotc_flavorful_guide_guilds_ravnica_2018=https://magic.wizards.com/en/news/feature/flavorful-guide-guilds-ravnica-2018-10-03	EVIDENCE_NEEDED	EVIDENCE_NEEDED	Flavor mismatch with Ravnica Legion. Lorehold-branded card; keep as a cross-faction product stretch rather than native Boros lore. Lorehold-branded commander remains a cross-faction product stretch. Commander/card/product material remains auxiliary and is not authoritative Boros semantic proof. You want a purely 'combat-first' Ravnica flavor. Current relationship bridge depends on generic color, product, or mechanical analogy rather than a direct native identity/card anchor.	None	NOT_APPLICABLE	2
WR	Tajic, Legion's Edge	ae6f21a2-e6b6-4793-8343-e27310c0bea1	data/raw-factions/boros_legion/boros_legion.profile.json#/commander_compass/budget_friendly_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	boros_legion_claim_006;boros_legion_claim_026	Legendary Creature — Human Soldier; CI=WR; oracle_id=ae6f21a2-e6b6-4793-8343-e27310c0bea1	A low-cost commander that protects your team from damage and encourages offensive growth.	src_wotc_guilds_ravnica_mechanics_2018	src_wotc_guilds_ravnica_mechanics_2018=https://magic.wizards.com/en/news/feature/guilds-ravnica-mechanics-2018-09-04	REVIEW_REQUIRED	APPROVED_PUBLIC	Tajic is retained only as auxiliary Commander/card support, not as authoritative key-figure proof. Commander/card/product material remains auxiliary and is not authoritative Boros semantic proof. You are playing against decks with lots of targeted 'destroy' effects rather than 'damage' effects. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	A low-cost commander whose mentor rewards attacking and who prevents noncombat damage to your other creatures.	APPROVE	3
WR	Feather, the Redeemed	aa219936-661b-4ccb-8741-78b70cff2b1a	data/raw-factions/boros_legion/boros_legion.profile.json#/commander_compass/advanced_complexity_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	boros_legion_claim_009	Legendary Creature — Angel; CI=WR; oracle_id=aa219936-661b-4ccb-8741-78b70cff2b1a	A unique Boros 'spellslinger' engine that turns single-target buffs into recurring value.	src_ravnica_novel_2005;src_wotc_gatecrash_boros_lore_2013	src_ravnica_novel_2005=N/A;src_wotc_gatecrash_boros_lore_2013=https://magic.wizards.com/en/news/feature/boros-legion	REVIEW_REQUIRED	APPROVED_PUBLIC	Feather is retained only through bounded leadership-transition support; story-corpus claims removed. Commander/card/product material remains auxiliary and is not authoritative Boros semantic proof. You dislike tracking many triggers per turn. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	Feather returns an instant or sorcery that targeted one of your creatures to your hand at the next end step instead of letting it stay in the graveyard.	APPROVE	4
LOREHOLD	Lorehold, the Historian	61a41cf1-60cc-45ba-aa98-493c14e87d9d	data/raw-factions/lorehold/lorehold.profile.json#/commander_compass/native_fit_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	claim_lorehold_figure_0001;claim_lorehold_figure_0002;claim_lorehold_figure_0003;claim_lorehold_figure_0004;claim_lorehold_mechanic_0011;claim_lorehold_mechanic_0012	Legendary Creature — Elder Dragon; CI=WR; oracle_id=61a41cf1-60cc-45ba-aa98-493c14e87d9d	Directly embodies the 'Eureka' moment of discovery by granting Miracle to all instants and sorceries in hand.	src_lorehold_0009;src_lorehold_0002;src_lorehold_0005	src_lorehold_0009=https://magic.wizards.com/en/news/magic-story/the-legends-of-secrets-of-strixhaven;src_lorehold_0002=https://magic.wizards.com/en/news/feature/planeswalkers-guide-strixhaven-2021-04-01;src_lorehold_0005=https://magic.wizards.com/en/news/feature/strixhaven-school-mages-and-commander-2021-edition-release-notes-2021-04-16	REVIEW_REQUIRED	APPROVED_PUBLIC	Requires specific top-deck manipulation (Scroll Rack, Sensei's Divining Top) to maximize Miracle. Your deck is primarily permanent-based (artifacts/creatures) rather than instants and sorceries. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	Directly embodies the 'Eureka' moment of discovery by granting Miracle to all instants and sorceries in hand.	APPROVE	1
LOREHOLD	Quintorius, History Chaser	5c40a8d4-6969-4d71-aba5-5c7e4109b7d5	data/raw-factions/lorehold/lorehold.profile.json#/commander_compass/budget_friendly_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	claim_lorehold_figure_0005;claim_lorehold_figure_0006;claim_lorehold_figure_0007;claim_lorehold_location_0006;claim_lorehold_timeline_0006;claim_lorehold_figure_0021;claim_lorehold_figure_0015	Legendary Planeswalker — Quintorius; CI=WR; oracle_id=5c40a8d4-6969-4d71-aba5-5c7e4109b7d5	Represents the college's main protagonist in his 2026 iteration, focusing on the spirit-driven historical research.	src_lorehold_0009;src_lorehold_0010;src_lorehold_0008;src_lorehold_0006;src_lorehold_0007;src_lorehold_0013	src_lorehold_0009=https://magic.wizards.com/en/news/magic-story/the-legends-of-secrets-of-strixhaven;src_lorehold_0010=https://magic.wizards.com/en/news/magic-story/secrets-of-strixhaven-field-studies-in-a-future-tense;src_lorehold_0008=https://magic.wizards.com/en/news/magic-story/planeswalkers-guide-to-secrets-of-strixhaven;src_lorehold_0006=https://magic.wizards.com/en/news/magic-story/mentor-2021-04-16;src_lorehold_0007=https://magic.wizards.com/en/news/magic-story/a-radiant-heart;src_lorehold_0013=stories/042 - Strixhaven: School of Mages/007_The Mentor.typ	REVIEW_REQUIRED	APPROVED_PUBLIC	Commander eligibility comes from explicit Oracle text, not from the planeswalker type line alone. You are building a high-power non-creature storm deck. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	Represents the college's main protagonist in his 2026 iteration, focusing on the spirit-driven historical research.	APPROVE	2
LOREHOLD	Velomachus Lorehold	43832745-5d7d-4957-8e30-2072ad012564	data/raw-factions/lorehold/lorehold.profile.json#/commander_compass/iconic_lore_forward_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE	claim_lorehold_figure_0001;claim_lorehold_figure_0002;claim_lorehold_figure_0003;claim_lorehold_figure_0004;claim_lorehold_mechanic_0011;claim_lorehold_mechanic_0012	Legendary Creature — Elder Dragon; CI=WR; oracle_id=43832745-5d7d-4957-8e30-2072ad012564	The founder of the college and the original face of Lorehold's spellslinger-aggro identity.	src_lorehold_0009;src_lorehold_0002;src_lorehold_0005	src_lorehold_0009=https://magic.wizards.com/en/news/magic-story/the-legends-of-secrets-of-strixhaven;src_lorehold_0002=https://magic.wizards.com/en/news/feature/planeswalkers-guide-strixhaven-2021-04-01;src_lorehold_0005=https://magic.wizards.com/en/news/feature/strixhaven-school-mages-and-commander-2021-edition-release-notes-2021-04-16	REVIEW_REQUIRED	APPROVED_PUBLIC	You want a lower mana-value commander; 7 mana is a steep investment in Boros. Provenance resolves and existing Commander guidance states a bounded relationship; public wording still requires owner approval.	When Velomachus attacks, it looks seven cards deep and can cast an instant or sorcery with mana value no greater than its power without paying that spell's mana cost.	APPROVE	3
PRISMARI	Rootha, Mastering the Moment	348c67ef-9ccc-4651-9038-efdf1ad1b36a	data/raw-factions/prismari/prismari.profile.json#/commander_compass/native_fit_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE		Legendary Creature — Orc Sorcerer; CI=UR; oracle_id=348c67ef-9ccc-4651-9038-efdf1ad1b36a	The official decklist identifies Rootha, Mastering the Moment as the face commander for Prismari Artistry.			EVIDENCE_NEEDED	EVIDENCE_NEEDED	Does not prove canon lore or character biography. Does not prove popularity, power level, legality, or metagame position. Use only for official product navigation or support-only deck exploration; do not use as metagame, popularity, legality, or lore proof. Candidate uses missing, string-only, or incomplete claim/source provenance.	None	NOT_APPLICABLE	1
PRISMARI	Muddle, the Ever-Changing	9a8f6e5e-6cde-49df-861c-a26cb09c9b12	data/raw-factions/prismari/prismari.profile.json#/commander_compass/native_fit_commanders/1	APPROVED_COMMANDER_GUIDANCE_CANDIDATE		Legendary Creature — Elemental Otter Shapeshifter; CI=UR; oracle_id=9a8f6e5e-6cde-49df-861c-a26cb09c9b12	The official decklist identifies Muddle, the Ever-Changing as the featured commander for Prismari Artistry.			EVIDENCE_NEEDED	EVIDENCE_NEEDED	Does not prove canon lore or character biography. Does not prove popularity, power level, legality, or metagame position. Use only for official product navigation or support-only deck exploration; do not use as metagame, popularity, legality, or lore proof. Candidate uses missing, string-only, or incomplete claim/source provenance.	None	NOT_APPLICABLE	2
QUANDRIX	Zimone, Infinite Analyst	977f9390-e01d-4e9d-8e9c-e543b1266972	data/raw-factions/quandrix/quandrix.profile.json#/commander_compass/native_fit_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE		Legendary Creature — Human Wizard; CI=UG; oracle_id=977f9390-e01d-4e9d-8e9c-e543b1266972	The official decklist identifies Zimone, Infinite Analyst as the face commander for Quandrix Unlimited.			EVIDENCE_NEEDED	EVIDENCE_NEEDED	Does not prove canon lore or character biography. Does not prove popularity, power level, legality, or metagame position. Use only for official product navigation or support-only deck exploration; do not use as metagame, popularity, legality, or lore proof. Candidate uses missing, string-only, or incomplete claim/source provenance.	None	NOT_APPLICABLE	1
QUANDRIX	Primo, the Unbounded	65fb0e20-61f8-4c61-bc08-7f6f718ee9ee	data/raw-factions/quandrix/quandrix.profile.json#/commander_compass/native_fit_commanders/1	APPROVED_COMMANDER_GUIDANCE_CANDIDATE		Legendary Creature — Fractal Wolf; CI=UG; oracle_id=65fb0e20-61f8-4c61-bc08-7f6f718ee9ee	The official decklist identifies Primo, the Unbounded as the featured commander for Quandrix Unlimited.			EVIDENCE_NEEDED	EVIDENCE_NEEDED	Does not prove canon lore or character biography. Does not prove popularity, power level, legality, or metagame position. Use only for official product navigation or support-only deck exploration; do not use as metagame, popularity, legality, or lore proof. Candidate uses missing, string-only, or incomplete claim/source provenance.	None	NOT_APPLICABLE	2
SILVERQUILL	Killian, Decisive Mentor	9c54bd34-667d-415c-ad26-82e0eb0ff409	data/raw-factions/silverquill/silverquill.profile.json#/commander_compass/native_fit_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE		Legendary Creature — Human Warlock; CI=WB; oracle_id=9c54bd34-667d-415c-ad26-82e0eb0ff409	The official decklist identifies Killian, Decisive Mentor as the face commander for Silverquill Influence.			EVIDENCE_NEEDED	EVIDENCE_NEEDED	Does not prove canon lore or character biography. Does not prove popularity, power level, legality, or metagame position. Use only for official product navigation or support-only deck exploration; do not use as metagame, popularity, legality, or lore proof. Candidate uses missing, string-only, or incomplete claim/source provenance.	None	NOT_APPLICABLE	1
SILVERQUILL	Scriv, the Obligator	64c986f0-e786-419c-9b51-8c316c8fae0e	data/raw-factions/silverquill/silverquill.profile.json#/commander_compass/native_fit_commanders/1	APPROVED_COMMANDER_GUIDANCE_CANDIDATE		Legendary Creature — Inkling Bird; CI=WB; oracle_id=64c986f0-e786-419c-9b51-8c316c8fae0e	The official decklist identifies Scriv, the Obligator as the featured commander for Silverquill Influence.			EVIDENCE_NEEDED	EVIDENCE_NEEDED	Does not prove canon lore or character biography. Does not prove popularity, power level, legality, or metagame position. Use only for official product navigation or support-only deck exploration; do not use as metagame, popularity, legality, or lore proof. Candidate uses missing, string-only, or incomplete claim/source provenance.	None	NOT_APPLICABLE	2
WITHERBLOOM	Dina, Essence Brewer	f61c1dc4-2f09-4b50-957f-ee656c659072	data/raw-factions/witherbloom/witherbloom.profile.json#/commander_compass/native_fit_commanders/0	APPROVED_COMMANDER_GUIDANCE_CANDIDATE		Legendary Creature — Dryad Druid; CI=BG; oracle_id=f61c1dc4-2f09-4b50-957f-ee656c659072	The official decklist identifies Dina, Essence Brewer as the face commander for Witherbloom Pestilence.			EVIDENCE_NEEDED	EVIDENCE_NEEDED	Does not prove canon lore or character biography. Does not prove popularity, power level, legality, or metagame position. Use only for official product navigation or support-only deck exploration; do not use as metagame, popularity, legality, or lore proof. Candidate uses missing, string-only, or incomplete claim/source provenance.	None	NOT_APPLICABLE	1
WITHERBLOOM	Gorma, the Gullet	ae5f30cc-a22e-4fbb-9510-e9429de3623c	data/raw-factions/witherbloom/witherbloom.profile.json#/commander_compass/native_fit_commanders/1	APPROVED_COMMANDER_GUIDANCE_CANDIDATE		Legendary Creature — Pest Frog; CI=BG; oracle_id=ae5f30cc-a22e-4fbb-9510-e9429de3623c	The official decklist identifies Gorma, the Gullet as the featured commander for Witherbloom Pestilence.			EVIDENCE_NEEDED	EVIDENCE_NEEDED	Does not prove canon lore or character biography. Does not prove popularity, power level, legality, or metagame position. Use only for official product navigation or support-only deck exploration; do not use as metagame, popularity, legality, or lore proof. Candidate uses missing, string-only, or incomplete claim/source provenance.	None	NOT_APPLICABLE	2
